Unix Time,Formatted Time,Latitude,Longitude,Altitude,Fix,SIV,Unixtime,RSSI,SNR,Freqerr,Radio State
1741529837.1489606,2025-03-09-14-17-17, 52.6687469,-1.5249363,155.9859924,3,27,160, -55.000, 13.2500, 86582.031, 0
1741529837.3674605,2025-03-09-14-17-17, 52.6687469,-1.5249370,155.8600006,3,28,160, -57.000, 14.5000, 86556.844, 0
1741529837.587463,2025-03-09-14-17-17, 52.6687469,-1.5249380,155.9160004,3,28,160, -65.000, 13.5000, 86582.031, 0
1741529837.8330972,2025-03-09-14-17-17, 52.6687469,-1.5249387,155.9369965,3,28,160, -63.000, 14.7500, 86582.031, 0
1741529838.0943906,2025-03-09-14-17-18, 52.6687469,-1.5249377,155.9019928,3,28,160, -50.000, 12.2500, 86582.031, 0
1741529838.4607322,2025-03-09-14-17-18, 52.6687469,-1.5249354,155.9279938,3,28,160, -49.000, 13.7500, 86607.219, 0
1741529838.5724957,2025-03-09-14-17-18, 52.6687469,-1.5249331,155.7839966,3,27,160, -50.000, 14.5000, 86607.219, 0
1741529838.83214,2025-03-09-14-17-18, 52.6687469,-1.5249300,155.8070068,3,27,160, -50.000, 13.0000, 86582.031, 0
1741529839.0945926,2025-03-09-14-17-19, 52.6687469,-1.5249287,155.8399963,3,27,160, -47.000, 14.0000, 86607.219, 0
1741529839.42436,2025-03-09-14-17-19, 52.6687469,-1.5249285,155.9080048,3,28,160, -40.000, 12.7500, 86607.219, 0
1741529839.6711214,2025-03-09-14-17-19, 52.6687469,-1.5249282,155.9989929,3,28,160, -43.000, 12.7500, 86607.219, 0
1741529839.8217778,2025-03-09-14-17-19, 52.6687469,-1.5249282,156.0480042,3,28,160, -49.000, 11.2500, 86582.031, 0
1741529840.091583,2025-03-09-14-17-20, 52.6687469,-1.5249279,156.0700073,3,28,160, -45.000, 13.2500, 86582.031, 0
1741529840.4070451,2025-03-09-14-17-20, 52.6687469,-1.5249279,156.0359955,3,28,160, -51.000, 12.5000, 86582.031, 0
1741529840.6071732,2025-03-09-14-17-20, 52.6687508,-1.5249279,156.0639954,3,28,160, -47.000, 14.7500, 86582.031, 0
1741529840.9238694,2025-03-09-14-17-20, 52.6687508,-1.5249275,156.0729980,3,28,160, -45.000, 12.7500, 86582.031, 0
1741529842.191298,2025-03-09-14-17-22, 52.6687508,-1.5249273,156.0549927,3,28,160, -44.000, 12.2500, 86582.031, 0
1741529842.7964542,2025-03-09-14-17-22, 52.6687508,-1.5249270,156.0440063,3,28,160, -42.000, 15.2500, 86582.031, 0
1741529842.9092312,2025-03-09-14-17-22, 52.6687508,-1.5249267,156.1049957,3,28,160, -58.000, 13.5000, 86582.031, 0
1741529843.0210705,2025-03-09-14-17-23, 52.6687508,-1.5249265,156.1329956,3,28,160, -37.000, 13.0000, 86582.031, 0
1741529843.09908,2025-03-09-14-17-23, 52.6687508,-1.5249267,156.1300049,3,28,160, -49.000, 15.0000, 86582.031, 0
1741529843.2053225,2025-03-09-14-17-23, 52.6687508,-1.5249263,156.1999969,3,28,160, -50.000, 12.7500, 86582.031, 0
1741529843.3506434,2025-03-09-14-17-23, 52.6687508,-1.5249259,156.2859955,3,28,160, -44.000, 13.2500, 86582.031, 0
1741529843.4713285,2025-03-09-14-17-23, 52.6687508,-1.5249259,156.3730011,3,28,160, -41.000, 12.5000, 86556.844, 0
1741529843.5830324,2025-03-09-14-17-23, 52.6687508,-1.5249256,156.4739990,3,28,160, -39.000, 12.7500, 86556.844, 0
1741529843.6652846,2025-03-09-14-17-23, 52.6687508,-1.5249254,156.5829926,3,28,160, -38.000, 12.5000, 86556.844, 0
1741529843.7735863,2025-03-09-14-17-23, 52.6687508,-1.5249250,156.7030029,3,28,160, -37.000, 13.0000, 86556.844, 0
1741529843.8705173,2025-03-09-14-17-23, 52.6687508,-1.5249251,156.7740021,3,28,160, -42.000, 13.2500, 86531.656, 0
1741529844.1050496,2025-03-09-14-17-24, 52.6687508,-1.5249250,156.8529968,3,28,160, -47.000, 14.0000, 86531.656, 0
1741529844.3661602,2025-03-09-14-17-24, 52.6687508,-1.5249248,156.9259949,3,28,160, -50.000, 14.5000, 86506.469, 0
1741529844.6338074,2025-03-09-14-17-24, 52.6687508,-1.5249246,157.0229950,3,28,160, -47.000, 14.7500, 86481.281, 0
1741529844.8731012,2025-03-09-14-17-24, 52.6687546,-1.5249245,157.0579987,3,28,160, -47.000, 13.5000, 86481.281, 0
1741529845.0963469,2025-03-09-14-17-25, 52.6687546,-1.5249248,157.0350037,3,28,160, -45.000, 14.2500, 86481.281, 0
1741529845.344688,2025-03-09-14-17-25, 52.6687546,-1.5249252,156.9839935,3,28,160, -45.000, 13.7500, 86481.281, 0
1741529845.6157815,2025-03-09-14-17-25, 52.6687546,-1.5249257,156.9960022,3,28,160, -47.000, 14.7500, 86481.281, 0
1741529845.8055408,2025-03-09-14-17-25, 52.6687546,-1.5249263,157.0290070,3,28,160, -49.000, 12.2500, 86481.281, 0
1741529846.1023355,2025-03-09-14-17-26, 52.6687546,-1.5249264,157.1080017,3,27,160, -46.000, 13.0000, 86481.281, 0
1741529846.4314485,2025-03-09-14-17-26, 52.6687546,-1.5249265,157.1289978,3,27,160, -40.000, 13.0000, 86456.094, 0
1741529846.6654139,2025-03-09-14-17-26, 52.6687546,-1.5249268,157.1219940,3,27,160, -44.000, 13.0000, 86430.906, 0
1741529846.874776,2025-03-09-14-17-26, 52.6687546,-1.5249269,157.1390076,3,27,160, -42.000, 12.2500, 86430.906, 0
1741529847.1246698,2025-03-09-14-17-27, 52.6687546,-1.5249270,157.1040039,3,27,160, -41.000, 13.5000, 86405.719, 0
1741529847.3897676,2025-03-09-14-17-27, 52.6687546,-1.5249273,157.1020050,3,27,160, -48.000, 12.5000, 86405.719, 0
1741529847.6126847,2025-03-09-14-17-27, 52.6687546,-1.5249277,157.0820007,3,27,160, -49.000, 13.2500, 86380.531, 0
