Unix Time,Formatted Time,Latitude,Longitude,Altitude,Fix,SIV,Unixtime,RSSI,SNR,Freqerr,Radio State
1741523973.1426084,2025-03-09-12-39-33, 52.6687889,-1.5249052,161.0859985,3,6,362, -59.000, 14.0000, 92576.656, 0
1741523973.4239378,2025-03-09-12-39-33, 52.6687851,-1.5249058,160.8059998,3,6,362, -49.000, 13.2500, 92526.281, 0
1741523973.6026638,2025-03-09-12-39-33, 52.6687813,-1.5249079,160.5169983,3,6,362, -51.000, 12.5000, 92551.469, 0
1741523973.890124,2025-03-09-12-39-33, 52.6687813,-1.5249088,160.3849945,3,6,362, -51.000, 12.2500, 92526.281, 0
1741523974.1233737,2025-03-09-12-39-34, 52.6687813,-1.5249090,160.2940063,3,6,362, -56.000, 13.2500, 92526.281, 0
1741523974.3840275,2025-03-09-12-39-34, 52.6687775,-1.5249116,160.1620026,3,6,362, -58.000, 13.0000, 92526.281, 0
1741523974.6409616,2025-03-09-12-39-34, 52.6687775,-1.5249147,160.0460052,3,6,362, -52.000, 14.7500, 92526.281, 0
1741523974.8608494,2025-03-09-12-39-34, 52.6687775,-1.5249163,160.0350037,3,6,362, -59.000, 14.7500, 92501.094, 0
1741523975.1551979,2025-03-09-12-39-35, 52.6687737,-1.5249172,159.9120026,3,6,362, -56.000, 13.0000, 92475.906, 0
1741523975.3687186,2025-03-09-12-39-35, 52.6687737,-1.5249178,159.7689972,3,6,362, -49.000, 12.0000, 92501.094, 0
1741523975.6645567,2025-03-09-12-39-35, 52.6687737,-1.5249178,159.7160034,3,6,362, -51.000, 13.5000, 92475.906, 0
1741523975.8361201,2025-03-09-12-39-35, 52.6687737,-1.5249178,159.5910034,3,7,362, -49.000, 14.7500, 92450.719, 0
1741523976.131009,2025-03-09-12-39-36, 52.6687737,-1.5249177,159.4900055,3,7,362, -51.000, 12.7500, 92425.531, 0
1741523976.4444735,2025-03-09-12-39-36, 52.6687737,-1.5249162,159.4739990,3,7,362, -55.000, 14.0000, 92375.156, 0
